Country,URL (domain),Links
FRANCE,https://pastel.diplomatie.gouv.fr,1
FRANCE,https://tele7.interieur.gouv.fr,1
FRANCE,https://timbres.impots.gouv.fr,1
FRANCE,https://www.arcep.fr,4
FRANCE,https://www.caf.fr,4
FRANCE,https://www.ecologique-solidaire.gouv.fr,7
FRANCE,https://www.formulaires.modernisation.gouv.fr,1
FRANCE,https://www.fun-mooc.fr,7
FRANCE,https://www.info-retraite.fr,3
FRANCE,https://www.numerique.gouv.fr,9
FRANCE,https://www.parcoursup.fr,1
FRANCE,https://www.pre-plainte-en-ligne.gouv.fr,3
FRANCE,https://www3.telepac.agriculture.gouv.fr,1
FRANCE,https://wwwd.caf.fr,7
GERMANY,http://bundesrecht.juris.de,1
GERMANY,http://dpma.de,1
GERMANY,http://gmx.de,10
GERMANY,http://verwaltung.hessen.de,5
GERMANY,http://w3stat.destatis.de,1
GERMANY,http://web.de,10
GERMANY,http://www.arbeitsagentur.de,10
GERMANY,http://www.bescha.bund.de,2
GERMANY,http://www.bfdi.bund.de,2
GERMANY,http://www.bibliotheksportal.de,10
GERMANY,http://www.bmi.bund.de,2
GERMANY,http://www.bmu.de,10
GERMANY,http://www.bsi.bund.de,2
GERMANY,http://www.bund.de,2
GERMANY,http://www.bundespraesident.de,2
GERMANY,http://www.bundesrechnungshof.de,10
GERMANY,http://www.bundesregierung.de,2
GERMANY,http://www.bundestag.de,10
GERMANY,http://www.bva.bund.de,2
GERMANY,http://www.de-mail.de,2
GERMANY,http://www.euraxess.de,7
GERMANY,http://www.evergabe-online.de,1
GERMANY,http://www.handelsregister.de,1
GERMANY,http://www.internet4jurists.at,1
GERMANY,http://www.internetwache.brandenburg.de,10
GERMANY,http://www.it-planungsrat.de,3
GERMANY,http://www.iuscomp.org,1
GERMANY,http://www.kba.de,2
GERMANY,http://www.kdb.bund.de,2
GERMANY,http://www.kfw.de,10
GERMANY,http://www.kost-atlas.de,2
GERMANY,http://www.onlinewache.hamburg.de,10
GERMANY,http://www.polizei.mvnet.de,9
GERMANY,http://www.polizei.sachsen-anhalt.de,2
GERMANY,http://www.reach-clp-biozid-helpdesk.de,2
GERMANY,http://www.umweltbundesamt.de,8
GERMANY,http://www.zvs.de,1
GERMANY,http://xvergabe.org,6
GERMANY,https://germanlawarchive.iuscomp.org,9
GERMANY,https://polizei.nrw,7
GERMANY,https://www.auswaertiges-amt.de,10
GERMANY,https://www.berlin.de,10
GERMANY,https://www.bgbl.de,9
GERMANY,https://www.bmwi.de,2
GERMANY,https://www.bundesrat.de,2
GERMANY,https://www.elster.de,10
GERMANY,https://www.gesetze-im-internet.de,1
GERMANY,https://www.itzbund.de,2
GERMANY,https://www.lg2g.info,10
GERMANY,https://www.polizei-bw.de,10
GERMANY,https://www.polizei.schleswig-holstein.de,2
GERMANY,https://www.xrepository.de,1
GREECE,http://diavgeia.gov.gr,5
GREECE,http://euraxess.obi.gr,1
GREECE,http://government.gov.gr,6
GREECE,http://labs.opengov.gr,10
GREECE,http://rdv.ehealthnet.gr,1
GREECE,http://www.adae.gr,10
GREECE,http://www.amka.gr,2
GREECE,http://www.astynomia.gr,1
GREECE,http://www.businessportal.gr,10
GREECE,http://www.dpa.gr,10
GREECE,http://www.e-gif.gov.gr,10
GREECE,http://www.eaadhsy.gr,2
GREECE,http://www.eetaa.gr,10
GREECE,http://www.epdm.gr,1
GREECE,http://www.eprocurement.gov.gr,1
GREECE,http://www.ermis.gov.gr,10
GREECE,http://www.et.gr,1
GREECE,http://www.ethemis.gr,1
GREECE,http://www.eu-go.gr,1
GREECE,http://www.gcloud.ktpae.gr,10
GREECE,http://www.gge.gr,1
GREECE,http://www.greeklawdigest.gr,10
GREECE,http://www.greeknewsagenda.gr,1
GREECE,http://www.grnet.gr,9
GREECE,http://www.gsis.gr,1
GREECE,http://www.harica.gr,8
GREECE,http://www.heal-link.gr,4
GREECE,http://www.ika.gr,1
GREECE,http://www.iky.gr,10
GREECE,http://www.imis.athena-innovation.gr,10
GREECE,http://www.kep.gov.gr,9
GREECE,http://www.ktpae.gr,1
GREECE,http://www.minadmin.gov.gr,9
GREECE,http://www.mindigital.gr,1
GREECE,http://www.minedu.gov.gr,10
GREECE,http://www.ministryofjustice.gr,2
GREECE,http://www.moh.gov.gr,10
GREECE,http://www.nlg.gr,1
GREECE,http://www.oaed.gr,10
GREECE,http://www.obi.gr,1
GREECE,http://www.observatory.gr,9
GREECE,http://www.opengov.gr,10
GREECE,http://www.parliament.gr,10
GREECE,http://www.passport.gov.gr,10
GREECE,http://www.presidency.gr,9
GREECE,http://www.primeminister.gov.gr,8
GREECE,http://www.startupgreece.gov.gr,1
GREECE,http://www.statistics.gr,1
GREECE,http://www.syzefxis.gov.gr,10
GREECE,http://www.taxlaw.gr,8
GREECE,http://www.wipo.int,10
GREECE,http://www.yap.gov.gr,1
GREECE,http://www.ypakp.gr,1
GREECE,http://www.ypeka.gr,1
GREECE,http://www.ypes.gr,10
GREECE,https://en.wikipedia.org,10
GREECE,https://www.e-nomothesia.gr,7
GREECE,https://www.e-prescription.gr,1
GREECE,https://www.elsyn.gr,10
GREECE,https://www.eu-go.gr,1
GREECE,https://www.taxheaven.gr,9
GREECE,https://www.xo.gr,1
HUNGARY,http://2010-2014.kormany.hu,10
HUNGARY,http://e-egeszsegugy.gov.hu,9
HUNGARY,http://en.nav.gov.hu,10
HUNGARY,http://euraxess.hu,1
HUNGARY,http://hungary.hu,4
HUNGARY,http://merlin.obs.coe.int,4
HUNGARY,http://mkeh.gov.hu,10
HUNGARY,http://mszt.hu,10
HUNGARY,http://net.jogtar.hu,10
HUNGARY,http://niif.hu,9
HUNGARY,http://njt.hu,1
HUNGARY,http://nyilvantarto.hu,10
HUNGARY,http://orszagoszoldhatosag.gov.hu,1
HUNGARY,http://www.allamkincstar.gov.hu,10
HUNGARY,http://www.complex.hu,10
HUNGARY,http://www.emagyarorszag.hu,10
HUNGARY,http://www.felvi.hu,10
HUNGARY,http://www.hipo.gov.hu,10
HUNGARY,http://www.idomsoft.hu,3
HUNGARY,http://www.itosz.hu,7
HUNGARY,http://www.keh.hu,1
HUNGARY,http://www.ki.oszk.hu,6
HUNGARY,http://www.kormany.hu,10
HUNGARY,http://www.kozbeszerzes.hu,8
HUNGARY,http://www.ksh.hu,10
HUNGARY,http://www.magyarorszag.hu,4
HUNGARY,http://www.mek.iif.hu,1
HUNGARY,http://www.mjvsz.hu,6
HUNGARY,http://www.mkab.hu,10
HUNGARY,http://www.naih.hu,1
HUNGARY,http://www.nav.gov.hu,10
HUNGARY,http://www.nisz.hu,8
HUNGARY,http://www.oep.hu,1
HUNGARY,http://www.okbi.hu,3
HUNGARY,http://www.oktatas.hu,7
HUNGARY,http://www.onyf.hu,1
HUNGARY,http://www.parlament.hu,10
HUNGARY,http://www.police.hu,10
HUNGARY,http://www.scholarship.hu,1
HUNGARY,http://www.toosz.hu,9
HUNGARY,http://www.valasztas.hu,10
HUNGARY,https://emagyarorszag.hu,10
HUNGARY,https://epapir.gov.hu,7
HUNGARY,https://kau.gov.hu,7
HUNGARY,https://net.jogtar.hu,10
HUNGARY,https://ohp.asp.lgov.hu,10
HUNGARY,https://szuf.magyarorszag.hu,1
HUNGARY,https://tarhely.gov.hu,1
HUNGARY,https://ugyfelkapu.magyarorszag.hu,2
HUNGARY,https://www.antsz.hu,10
HUNGARY,https://www.asz.hu,10
HUNGARY,https://www.etdr.gov.hu,7
HUNGARY,https://www.munka.hu,3
HUNGARY,https://www.nav.gov.hu,10
HUNGARY,https://www.nyilvantarto.hu,10
IRELAND,http://egovstrategy.gov.ie,9
IRELAND,http://foi.gov.ie,5
IRELAND,http://gov.ie,6
IRELAND,http://ictprocurement.gov.ie,10
IRELAND,http://ictstrategy.per.gov.ie,1
IRELAND,http://landdirect.ie,1
IRELAND,http://laquotes.ie,1
IRELAND,http://lgma.ie,10
IRELAND,http://merrionstreet.ie,10
IRELAND,http://ops2020.gov.ie,1
IRELAND,http://reformplan.per.gov.ie,1
IRELAND,http://supplygov.ie,1
IRELAND,http://whereyourmoneygoes.gov.ie,7
IRELAND,http://whodoeswhat.gov.ie,10
IRELAND,http://www.audgen.gov.ie,2
IRELAND,http://www.borrowbooks.ie,1
IRELAND,http://www.businessregulation.ie,8
IRELAND,http://www.cao.ie,10
IRELAND,http://www.checktheregister.ie,1
IRELAND,http://www.citizensinformation.ie,10
IRELAND,http://www.citizensinformationboard.ie,10
IRELAND,http://www.cro.ie,10
IRELAND,http://www.cso.ie,10
IRELAND,http://www.dataprotection.ie,6
IRELAND,http://www.dfa.ie,8
IRELAND,http://www.dublincity.ie,8
IRELAND,http://www.ehealthireland.ie,9
IRELAND,http://www.environ.ie,10
IRELAND,http://www.epa.ie,8
IRELAND,http://www.etenders.gov.ie,10
IRELAND,http://www.garda.ie,10
IRELAND,http://www.geohive.ie,1
IRELAND,http://www.hsa.ie,10
IRELAND,http://www.hse.ie,9
IRELAND,http://www.irishstatutebook.ie,1
IRELAND,http://www.jobsireland.ie,8
IRELAND,http://www.library.ie,10
IRELAND,http://www.ogciocontent.gov.ie,1
IRELAND,http://www.ogpireland.ie,7
IRELAND,http://www.oireachtas.ie,7
IRELAND,http://www.per.gov.ie,10
IRELAND,http://www.prai.ie,10
IRELAND,http://www.president.ie,10
IRELAND,http://www.procurement.ie,10
IRELAND,http://www.research.ie,9
IRELAND,http://www.revenue.ie,1
IRELAND,http://www.rsa.ie,10
IRELAND,http://www.taoiseach.gov.ie,10
IRELAND,http://www.theorytest.ie,10
IRELAND,http://www.welfare.ie,1
IRELAND,https://burghquayregistrationoffice.inis.gov.ie,1
IRELAND,https://data.gov.ie,8
IRELAND,https://eforms.gov.ie,10
IRELAND,https://epos.djei.ie,1
IRELAND,https://passportonline.dfa.ie,3
IRELAND,https://psc.gov.ie,10
IRELAND,https://vetting.garda.ie,6
IRELAND,https://www.euraxess.ie,6
IRELAND,https://www.finegael.ie,8
IRELAND,https://www.grantsonline.ie,1
IRELAND,https://www.licences.ie,1
IRELAND,https://www.localenterprise.ie,10
IRELAND,https://www.mygovid.ie,10
IRELAND,https://www.mywelfare.ie,7
IRELAND,https://www.nsai.ie,8
IRELAND,https://www.osi.ie,7
IRELAND,https://www.patentsoffice.ie,10
IRELAND,https://www.ros.ie,10
IRELAND,https://www.susi.ie,8
IRELAND,https://www.welfare.ie,1
IRELAND,https://www.workplacerelations.ie,10
ITALY,http://developers.italia.it,4
ITALY,http://hubmiur.pubblica.istruzione.it,1
ITALY,http://pianotriennale-ict.readthedocs.io,4
ITALY,http://telematici.agenziaentrate.gov.it,9
ITALY,http://web.telemaco.infocamere.it,1
ITALY,http://www.aci.it,1
ITALY,http://www.acquistinretepa.it,2
ITALY,http://www.agcm.it,10
ITALY,http://www.agenziaentrate.gov.it,6
ITALY,http://www.agenziagiovani.it,9
ITALY,http://www.agid.gov.it,10
ITALY,http://www.anci.it,1
ITALY,http://www.ancitel.it,10
ITALY,http://www.appaltiinlinea.it,1
ITALY,http://www.camera.it,7
ITALY,http://www.cartaidentita.interno.gov.it,8
ITALY,http://www.cliclavoro.gov.it,10
ITALY,http://www.consip.it,8
ITALY,http://www.corteconti.it,10
ITALY,http://www.dati.gov.it,9
ITALY,http://www.esteri.it,10
ITALY,http://www.euraxess.it,7
ITALY,http://www.fatturapa.gov.it,1
ITALY,http://www.formez.it,5
ITALY,http://www.funzionepubblica.gov.it,6
ITALY,http://www.garanteprivacy.it,10
ITALY,http://www.gazzettaufficiale.it,3
ITALY,http://www.governo.it,7
ITALY,http://www.ikn.it,8
ITALY,http://www.impresa.gov.it,10
ITALY,http://www.impresainungiorno.gov.it,10
ITALY,http://www.inps.it,1
ITALY,http://www.internetculturale.it,9
ITALY,http://www.ipzs.it,2
ITALY,http://www.istat.it,10
ITALY,http://www.italia.it,2
ITALY,http://www.magellanopa.it,2
ITALY,http://www.mit.gov.it,10
ITALY,http://www.normattiva.it,9
ITALY,http://www.openpec.org,1
ITALY,http://www.parlamento.it,10
ITALY,http://www.poliziadistato.it,9
ITALY,http://www.progettocns.it,1
ITALY,http://www.progettoicar.it,1
ITALY,http://www.pubblicaamministrazione.net,7
ITALY,http://www.quirinale.it,4
ITALY,http://www.registroimprese.it,10
ITALY,http://www.rndt.gov.it,10
ITALY,http://www.salute.gov.it,7
ITALY,http://www.senato.it,10
ITALY,http://www.sviluppoeconomico.gov.it,2
ITALY,http://www.tn.camcom.it,9
ITALY,http://www.tuttoconsumatori.org,9
ITALY,http://www.upinet.it,9
ITALY,https://avanzamentodigitale.italia.it,2
ITALY,https://designers.italia.it,5
ITALY,https://forum.italia.it,4
ITALY,https://impresa.italia.it,1
ITALY,https://pianotriennale-ict.italia.it,1
ITALY,https://readthedocs.org,10
ITALY,https://teamdigitale.governo.it,3
ITALY,https://telematico.agenziadogane.it,10
ITALY,https://www.anpr.interno.it,10
ITALY,https://www.discourse.org,10
ITALY,https://www.ecc-netitalia.it,10
ITALY,https://www.passaportonline.poliziadistato.it,1
ITALY,https://www.researchitaly.it,10
ITALY,https://www.spid.gov.it,9
ITALY,https://www.thelocal.it,10
LATVIA,http://eis.gov.lv,10
LATVIA,http://epakalpojumi.lv,7
LATVIA,http://eparaksts.lv,1
LATVIA,http://euraxess.lv,4
LATVIA,http://jaunatne.gov.lv,10
LATVIA,http://libra.lanet.lv,1
LATVIA,http://likumi.lv,10
LATVIA,http://m.likumi.lv,1
LATVIA,http://mazaksslogs.gov.lv,10
LATVIA,http://viaa.gov.lv,10
LATVIA,http://www.aip.lv,1
LATVIA,http://www.biblioteka.lv,9
LATVIA,http://www.csb.gov.lv,10
LATVIA,http://www.dvi.gov.lv,10
LATVIA,http://www.ecclatvia.lv,10
LATVIA,http://www.iub.gov.lv,10
LATVIA,http://www.izm.gov.lv,10
LATVIA,http://www.karjera.lu.lv,10
LATVIA,http://www.km.gov.lv,10
LATVIA,http://www.kulturaskarte.lv,7
LATVIA,http://www.lad.gov.lv,10
LATVIA,http://www.latvia.lv,10
LATVIA,http://www.latvija.lv,10
LATVIA,http://www.lm.gov.lv,10
LATVIA,http://www.lnb.lv,10
LATVIA,http://www.lndb.lv,10
LATVIA,http://www.lps.lv,10
LATVIA,http://www.lrvk.gov.lv,9
LATVIA,http://www.luis.lv,1
LATVIA,http://www.meteo.lv,7
LATVIA,http://www.mfa.gov.lv,10
LATVIA,http://www.mk.gov.lv,10
LATVIA,http://www.niid.lv,10
LATVIA,http://www.nva.gov.lv,10
LATVIA,http://www.pmlp.gov.lv,10
LATVIA,http://www.president.lv,10
LATVIA,http://www.ptac.gov.lv,10
LATVIA,http://www.saeima.lv,10
LATVIA,http://www.satv.tiesa.gov.lv,10
LATVIA,http://www.tiesas.lv,10
LATVIA,http://www.ur.gov.lv,10
LATVIA,http://www.varam.gov.lv,10
LATVIA,http://www.vdi.gov.lv,10
LATVIA,http://www.vestnesis.lv,3
LATVIA,http://www.vid.gov.lv,10
LATVIA,http://www.vm.gov.lv,10
LATVIA,http://www.vmnvd.gov.lv,10
LATVIA,http://www.vp.gov.lv,10
LATVIA,http://www.vraa.gov.lv,10
LATVIA,http://www.vsaa.lv,10
LATVIA,http://www.vvc.gov.lv,1
LATVIA,http://www.vvd.gov.lv,9
LATVIA,http://www.zzdats.lv,10
LATVIA,https://csdd.lv,10
LATVIA,https://data.gov.lv,10
LATVIA,https://eds.vid.gov.lv,8
LATVIA,https://eparskats.csb.gov.lv,1
LATVIA,https://viss.gov.lv,10
LATVIA,https://vvais.arhivi.gov.lv,1
LATVIA,https://www.cert.lv,10
LATVIA,https://www.cvk.lv,1
LATVIA,https://www.eriga.lv,1
LATVIA,https://www.kadastrs.lv,10
LATVIA,https://www.lnb.lv,10
LITHUANIA,http://deklaravimas.vmi.lt,1
LITHUANIA,http://estatistika.stat.gov.lt,9
LITHUANIA,http://www.ada.lt,1
LITHUANIA,http://www.aikos.smm.lt,1
LITHUANIA,http://www.am.lt,4
LITHUANIA,http://www.cust.lt,1
LITHUANIA,http://www.cvpp.lt,2
LITHUANIA,http://www.dokumentai.lt,1
LITHUANIA,http://www.elibrary.lt,1
LITHUANIA,http://www.epaslaugos.lt,10
LITHUANIA,http://www.euraxess.lt,7
LITHUANIA,http://www.gamta.lt,9
LITHUANIA,http://www.gyvreg.lt,10
LITHUANIA,http://www.is.lt,3
LITHUANIA,http://www.ivpk.lt,10
LITHUANIA,http://www.ldb.lt,10
LITHUANIA,http://www.libis.lt,3
LITHUANIA,http://www.lietuva.gov.lt,4
LITHUANIA,http://www.lmt.lt,10
LITHUANIA,http://www.lrkm.lt,10
LITHUANIA,http://www.lrv.lt,10
LITHUANIA,http://www.lsa.lt,10
LITHUANIA,http://www.mita.lt,10
LITHUANIA,http://www.nsc.vrm.lt,1
LITHUANIA,http://www.pasienis.lt,10
LITHUANIA,http://www.planuojustatyti.lt,10
LITHUANIA,http://www.policija.lt,10
LITHUANIA,http://www.president.lt,10
LITHUANIA,http://www.rcsc.lt,1
LITHUANIA,http://www.regitra.lt,10
LITHUANIA,http://www.smm.lt,10
LITHUANIA,http://www.smpf.lt,7
LITHUANIA,http://www.socmin.lt,10
LITHUANIA,http://www.sodra.lt,9
LITHUANIA,http://www.spsc.lt,1
LITHUANIA,http://www.ssc.lt,10
LITHUANIA,http://www.studyinlithuania.lt,9
LITHUANIA,http://www.tb.lt,1
LITHUANIA,http://www.vdi.lt,10
LITHUANIA,http://www.verslovartai.lt,10
LITHUANIA,http://www.vipt.lt,10
LITHUANIA,http://www.vkontrole.lt,2
LITHUANIA,http://www.vmi.lt,10
LITHUANIA,http://www.vpb.gov.lt,10
LITHUANIA,http://www.vpt.lt,10
LITHUANIA,http://www.vrm.lrv.lt,10
LITHUANIA,http://www3.lrs.lt,1
LITHUANIA,https://draudejai.sodra.lt,6
LITHUANIA,https://e-seimas.lrs.lt,10
LITHUANIA,https://kam.lt,3
LITHUANIA,https://ministraspirmininkas.lrv.lt,10
LITHUANIA,https://pirkimai.eviesiejipirkimai.lt,3
LITHUANIA,https://www.cert.lt,1
LITHUANIA,https://www.e-tar.lt,3
LITHUANIA,https://www.epolicija.lt,10
LITHUANIA,https://www.vsf.lt,10
LUXEMBOURG,http://chd.lu,10
LUXEMBOURG,http://data.public.lu,7
LUXEMBOURG,http://etat.lu,1
LUXEMBOURG,http://government.lu,1
LUXEMBOURG,http://guichet.lu,1
LUXEMBOURG,http://info.edusphere.lu,7
LUXEMBOURG,http://justice.lu,1
LUXEMBOURG,http://legilux.public.lu,10
LUXEMBOURG,http://luxembourg.lu,1
LUXEMBOURG,http://portal.education.lu,10
LUXEMBOURG,http://sante.lu,1
LUXEMBOURG,http://snct.lu,7
LUXEMBOURG,http://www.adem.public.lu,1
LUXEMBOURG,http://www.bibnet.lu,8
LUXEMBOURG,http://www.businessmentoring.lu,10
LUXEMBOURG,http://www.cae.public.lu,1
LUXEMBOURG,http://www.cnpd.lu,1
LUXEMBOURG,http://www.cour-des-comptes.lu,1
LUXEMBOURG,http://www.digital-luxembourg.public.lu,8
LUXEMBOURG,http://www.do.etat.lu,1
LUXEMBOURG,http://www.eco.public.lu,1
LUXEMBOURG,http://www.entreprises.public.lu,1
LUXEMBOURG,http://www.environnement.public.lu,1
LUXEMBOURG,http://www.fonction-publique.public.lu,1
LUXEMBOURG,http://www.impotsdirects.public.lu,1
LUXEMBOURG,http://www.itm.lu,2
LUXEMBOURG,http://www.mae.lu,1
LUXEMBOURG,http://www.marches.public.lu,1
LUXEMBOURG,http://www.mathematic.lu,3
LUXEMBOURG,http://www.mediacom.public.lu,1
LUXEMBOURG,http://www.mesr.public.lu,1
LUXEMBOURG,http://www.mf.public.lu,1
LUXEMBOURG,http://www.monarchie.lu,1
LUXEMBOURG,http://www.rcsl.lu,1
LUXEMBOURG,http://www.reach.lu,10
LUXEMBOURG,http://www.sigi.lu,10
LUXEMBOURG,http://www.statistiques.public.lu,1
LUXEMBOURG,http://www.syvicol.lu,9
LUXEMBOURG,http://www.tech-it.lu,8
LUXEMBOURG,http://www.vosidees.lu,8
LUXEMBOURG,http://wwwen.uni.lu,10
LUXEMBOURG,https://act.public.lu,1
LUXEMBOURG,https://cedies.public.lu,1
LUXEMBOURG,https://guichet.itm.lu,1
LUXEMBOURG,https://www.eugdpr.org,1
LUXEMBOURG,https://www.euraxess.lu,7
LUXEMBOURG,https://www.luxtrust.lu,10
MALTA,http://idpc.gov.mt,1
MALTA,http://mccaa.org.mt,7
MALTA,http://ohsa.org.mt,1
MALTA,http://registry.mfsa.com.mt,1
MALTA,http://socialpolicy.gov.mt,1
MALTA,http://www.bru.gov.mt,1
MALTA,http://www.certifikati.gov.mt,1
MALTA,http://www.ces.gov.mt,1
MALTA,http://www.dataprotection.gov.mt,1
MALTA,http://www.doi.gov.mt,1
MALTA,http://www.education.gov.mt,1
MALTA,http://www.ehealth.gov.mt,1
MALTA,http://www.era.org.mt,1
MALTA,http://www.euraxess.org.mt,7
MALTA,http://www.family.gov.mt,1
MALTA,http://www.judiciarymalta.gov.mt,10
MALTA,http://www.justiceservices.gov.mt,2
MALTA,http://www.licenzji-tas-sewqan.gov.mt,1
MALTA,http://www.localgovernment.gov.mt,1
MALTA,http://www.maltatoday.com.mt,9
MALTA,http://www.mca.org.mt,9
MALTA,http://www.mtip.gov.mt,1
MALTA,http://www.mylocality.gov.mt,1
MALTA,http://www.nao.gov.mt,1
MALTA,http://www.ncfhe.gov.mt,1
MALTA,http://www.nso.gov.mt,1
MALTA,http://www.opm.gov.mt,1
MALTA,http://www.pa.org.mt,9
MALTA,http://www.president.gov.mt,7
MALTA,http://www.pulizija.gov.mt,1
MALTA,http://www.transport.gov.mt,3
MALTA,http://www.vat.gov.mt,1
MALTA,http://www.vehicleregistration.gov.mt,1
MALTA,http://www.youth.org.mt,10
MALTA,https://businessfirst.com.mt,2
MALTA,https://commerce.gov.mt,2
MALTA,https://customs.gov.mt,8
MALTA,https://digitalmalta.org.mt,3
MALTA,https://ecourts.gov.mt,10
MALTA,https://esims.um.edu.mt,1
MALTA,https://foreignaffairs.gov.mt,2
MALTA,https://forms.mygov.mt,1
MALTA,https://licenzji-xufiera.gov.mt,7
MALTA,https://localgovernment.gov.mt,2
MALTA,https://meae.gov.mt,3
MALTA,https://myhealth.gov.mt,1
MALTA,https://opm.gov.mt,2
MALTA,https://www.etenders.gov.mt,1
MALTA,https://www.gov.mt,2
MALTA,https://www.maltalibraries.gov.mt,1
MALTA,https://www.mita.gov.mt,3
NETHERLANDS,http://business.gov.nl,10
NETHERLANDS,http://data.overheid.nl,8
NETHERLANDS,http://mijnoctrooi.rvo.nl,10
NETHERLANDS,http://werk.nl,10
NETHERLANDS,http://wetten.overheid.nl,2
NETHERLANDS,http://www.bibliotheek.nl,2
NETHERLANDS,http://www.cbhc.nl,10
NETHERLANDS,http://www.cbs.nl,10
NETHERLANDS,http://www.digitaleoverheid.nl,5
NETHERLANDS,http://www.duo.nl,10
NETHERLANDS,http://www.eerstekamer.nl,8
NETHERLANDS,http://www.euraxess.nl,7
NETHERLANDS,http://www.government.nl,10
NETHERLANDS,http://www.houseofrepresentatives.nl,5
NETHERLANDS,http://www.ictu.nl,8
NETHERLANDS,http://www.kvk.nl,1
NETHERLANDS,http://www.logius.nl,10
NETHERLANDS,http://www.mijnoverheidvoorondernemers.nl,10
NETHERLANDS,http://www.omgevingsloket.nl,10
NETHERLANDS,http://www.ondernemersplein.nl,10
NETHERLANDS,http://www.overheid.nl,10
NETHERLANDS,http://www.politie.nl,6
NETHERLANDS,http://www.rdw.nl,10
NETHERLANDS,http://www.reachhelpdesk.nl,10
NETHERLANDS,http://www.rijbewijs.nl,8
NETHERLANDS,http://www.rijksoverheid.nl,10
NETHERLANDS,http://www.royal-house.nl,10
NETHERLANDS,http://www.rvo.nl,6
NETHERLANDS,http://www.svb.nl,3
NETHERLANDS,http://www.tenderned.nl,10
NETHERLANDS,http://www.vng-international.nl,7
NETHERLANDS,https://app.studielink.nl,1
NETHERLANDS,https://cbpweb.nl,10
NETHERLANDS,https://english.rekenkamer.nl,10
NETHERLANDS,https://mijn.overheid.nl,1
NETHERLANDS,https://www.acm.nl,10
NETHERLANDS,https://www.digid.nl,10
NETHERLANDS,https://www.eccnederland.nl,3
NETHERLANDS,https://www.eherkenning.nl,9
NETHERLANDS,https://www.forumstandaardisatie.nl,8
NETHERLANDS,https://www.higherlevel.nl,10
NETHERLANDS,https://www.inspectieszw.nl,10
NETHERLANDS,https://www.justis.nl,9
NETHERLANDS,https://www.nuffic.nl,10
NETHERLANDS,https://www.pianoo.nl,5
NETHERLANDS,https://www.regelhulp.nl,6
NETHERLANDS,https://www.sbr-nl.nl,6
NETHERLANDS,https://www.staten-generaal.nl,6
NETHERLANDS,https://www.vngrealisatie.nl,8
NETHERLANDS,https://www.wozwaardeloket.nl,1
NETHERLANDS,https://www.zorginstituutnederland.nl,10
NETHERLANDS,https://zoek.officielebekendmakingen.nl,10
POLAND,http://biznes.gov.pl,10
POLAND,http://buwiwm.edu.pl,10
POLAND,http://epuap.gov.pl,7
POLAND,http://ezdrowie.gov.pl,5
POLAND,http://gdm.praca.gov.pl,2
POLAND,http://gov.pl,3
POLAND,http://isap.sejm.gov.pl,1
POLAND,http://legislacja.rcl.gov.pl,10
POLAND,http://ms.gov.pl,10
POLAND,http://obywatel.gov.pl,10
POLAND,http://oferty.praca.gov.pl,2
POLAND,http://pkw.gov.pl,9
POLAND,http://pl.id,1
POLAND,http://plid.obywatel.gov.pl,6
POLAND,http://portal.uprp.pl,1
POLAND,http://prawo.sejm.gov.pl,1
POLAND,http://psz.praca.gov.pl,3
POLAND,http://pue.zus.pl,10
POLAND,http://reach.gov.pl,10
POLAND,http://widok.gov.pl,10
POLAND,http://www.bip.gov.pl,10
POLAND,http://www.ceidg.gov.pl,1
POLAND,http://www.danepubliczne.gov.pl,9
POLAND,http://www.ekoportal.pl,7
POLAND,http://www.euraxess.pl,6
POLAND,http://www.finanse.mf.gov.pl,10
POLAND,http://www.geoportal.gov.pl,10
POLAND,http://www.giodo.gov.pl,10
POLAND,http://www.mf.gov.pl,6
POLAND,http://www.mkidn.gov.pl,1
POLAND,http://www.mswia.gov.pl,10
POLAND,http://www.nauka.gov.pl,10
POLAND,http://www.nfz.gov.pl,8
POLAND,http://www.nik.gov.pl,10
POLAND,http://www.policja.gov.pl,10
POLAND,http://www.president.pl,9
POLAND,http://www.rcl.gov.pl,10
POLAND,http://www.sejm.gov.pl,1
POLAND,http://www.senat.gov.pl,8
POLAND,http://www.stat.gov.pl,5
POLAND,http://www.uzp.gov.pl,6
POLAND,https://danepubliczne.gov.pl,9
POLAND,https://ekw.ms.gov.pl,9
POLAND,https://konsument.gov.pl,10
POLAND,https://uokik.gov.pl,10
POLAND,https://www.celina.krakow.uc.gov.pl,3
POLAND,https://www.e-sad.gov.pl,1
POLAND,https://www.funduszeeuropejskie.gov.pl,10
POLAND,https://www.ilim.poznan.pl,10
POLAND,https://www.mr.gov.pl,1
POLAND,https://www.mswia.gov.pl,10
POLAND,https://www.nccert.pl,1
POLAND,https://www.pip.gov.pl,10
POLAND,https://www.praca.gov.pl,1
POLAND,https://www.premier.gov.pl,1
PORTUGAL,http://data.gov,10
PORTUGAL,http://porbase.bnportugal.pt,1
PORTUGAL,http://portugalglobal.pt,5
PORTUGAL,http://registocriminal.justica.gov.pt,7
PORTUGAL,http://usabilidade.gov.pt,10
PORTUGAL,http://www.acessibilidade.gov.pt,8
PORTUGAL,http://www.act.gov.pt,6
PORTUGAL,http://www.ama.pt,10
PORTUGAL,http://www.anacom.pt,1
PORTUGAL,http://www.anmp.pt,1
PORTUGAL,http://www.asae.pt,1
